artist,song,duration_ms,duration_min,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,primary_genre,secondary_genre,tertiary_genre,
Keane,Is It Any Wonder?,186173,3.10,FALSE,2006,59,0.489,0.955,11,-2.771,minor,0.0363,3.82E-05,0.000178,0.334,0.816,129.352,pop,,,
Orson,No Tomorrow,167493,2.79,FALSE,2006,46,0.656,0.624,3,-4.623,minor,0.0691,0.0065,0,0.278,0.735,124.082,pop,,,
T-Pain,I'm N Luv (Wit a Stripper) (feat. Mike Jones),265333,4.42,TRUE,2005,0,0.731,0.368,8,-10.38,major,0.0688,0.00544,0,0.193,0.512,145.171,hip hop, pop, r&b,
KT Tunstall,Black Horse And The Cherry Tree,172373,2.87,FALSE,2005,64,0.748,0.786,4,-7.788,minor,0.0641,0.328,0,0.34,0.917,104.833,world/traditional, pop, folk/acoustic,
Natasha Bedingfield,Unwritten,259333,4.32,FALSE,2004,2,0.706,0.8,5,-6.333,major,0.0399,0.00584,0,0.0822,0.629,100.011,pop,,,
Razorlight,America,249760,4.16,FALSE,2006,67,0.447,0.568,2,-4.975,major,0.0305,0.295,3.26E-06,0.355,0.149,90.933,rock, pop,,
James Morrison,You Give Me Something,213173,3.55,FALSE,2006,64,0.559,0.688,7,-6.496,major,0.114,0.216,0,0.0855,0.578,79.753,pop, r&b,,
Snow Patrol,You're All I Have,273333,4.56,FALSE,2006,35,0.467,0.921,2,-4.554,major,0.045,5.48E-05,0.0566,0.176,0.501,132.013,world/traditional, rock, pop,
The Fray,How to Save a Life,262533,4.38,FALSE,2005,79,0.64,0.743,10,-4.08,major,0.0379,0.269,0,0.101,0.361,122.035,pop,,,
Sandi Thom,I Wish I Was a Punk Rocker (with Flowers in My Hair),151640,2.53,FALSE,2006,61,0.7,0.465,4,-6.815,major,0.358,0.544,0,0.606,0.719,108.102,world/traditional, pop,,
My Chemical Romance,Welcome to the Black Parade,311106,5.19,FALSE,2006,76,0.217,0.905,2,-4.103,major,0.0752,0.000289,0.00011,0.222,0.236,96.95,rock,,,
Razorlight,In The Morning,222453,3.71,FALSE,2006,59,0.616,0.855,4,-3.495,minor,0.042,0.00379,0.000863,0.318,0.686,124.191,rock, pop,,
The All-American Rejects,Dirty Little Secret,193653,3.23,FALSE,2005,65,0.469,0.955,10,-4.253,major,0.0432,0.000343,1.35E-06,0.548,0.462,143.853,rock, pop,,
James Morrison,Wonderful World,210066,3.50,FALSE,2006,49,0.474,0.71,1,-4.606,major,0.029,0.0548,0,0.0974,0.591,78.969,pop, r&b,,
Chris Brown,Yo (Excuse Me Miss),229040,3.82,FALSE,2005,69,0.536,0.612,4,-5.847,major,0.272,0.119,0,0.209,0.57,86.768,hip hop, pop, r&b,
P!nk,Who Knew,208493,3.47,FALSE,2006,0,0.688,0.734,9,-4.569,major,0.0274,0.00462,0,0.0756,0.46,140.004,pop,,,
The Kooks,Naive,203506,3.39,FALSE,2006,73,0.391,0.808,8,-6.209,minor,0.0892,0.0759,0,0.149,0.737,100.304,rock,,,
Leona Lewis,Bleeding Love,262466,4.37,FALSE,2007,75,0.638,0.656,5,-5.886,major,0.0357,0.188,0,0.146,0.225,104.036,pop, r&b,,
Rihanna,Umbrella,275986,4.60,FALSE,2008,81,0.583,0.829,1,-4.603,major,0.134,0.00864,0,0.0426,0.575,174.028,hip hop, pop, r&b,
Britney Spears,Gimme More,251240,4.19,FALSE,2007,79,0.788,0.844,2,-3.131,major,0.0334,0.25,0.000678,0.0723,0.382,113.324,pop,,,
Fergie,Big Girls Don't Cry (Personal),268120,4.47,FALSE,2006,76,0.708,0.641,7,-4.296,major,0.0335,0.205,0,0.0945,0.253,113.082,pop, r&b,,
Mark Ronson,Valerie (feat. Amy Winehouse) - Version Revisited,219413,3.66,FALSE,2007,0,0.698,0.844,1,-4.789,major,0.0544,0.00253,0.000426,0.124,0.896,105.828,pop,,,
Plain White T's,Hey There Delilah,232533,3.88,FALSE,2005,78,0.656,0.291,2,-10.572,major,0.0293,0.872,0,0.114,0.298,103.971,pop,,,
Justin Timberlake,What Goes Around.../...Comes Around (Interlude),448573,7.48,FALSE,2006,70,0.687,0.723,7,-4.751,major,0.0709,0.122,0.00102,0.573,0.432,76,pop,,,
Gwen Stefani,The Sweet Escape,246466,4.11,FALSE,2006,71,0.756,0.77,1,-3.502,major,0.0343,0.191,0,0.178,0.73,119.961,pop, r&b,,
Timbaland,The Way I Are,179120,2.99,FALSE,2007,80,0.731,0.807,3,-6.492,minor,0.1,0.181,0.751,0.319,0.765,114.759,hip hop, pop, r&b,
Nelly Furtado,Say It Right,223080,3.72,FALSE,2006,81,0.872,0.872,1,-6.328,major,0.139,0.0476,0.00112,0.0543,0.809,116.948,hip hop, pop, latin,
Ida Corr,Let Me Think About It,151973,2.53,FALSE,2012,43,0.762,0.754,0,-3.425,minor,0.046,0.00022,0.0665,0.146,0.715,129.026,pop,,,
Alex Gaudino,Destination Calabria - Radio Edit,223111,3.72,FALSE,2007,73,0.627,0.954,2,-4.804,major,0.0425,0.0015,0.000814,0.292,0.312,128.016,dance/electronic,,,
September,Cry for You,209800,3.50,FALSE,2007,65,0.767,0.881,9,-3.988,major,0.0301,0.00133,0.000139,0.0551,0.961,130.018,pop, dance/electronic,,
Akon,Smack That,212360,3.54,TRUE,2006,58,0.94,0.743,5,-5.166,minor,0.0475,0.317,0,0.0909,0.932,118.988,pop,,,
Timbaland,Give It To Me,234026,3.90,TRUE,2007,70,0.975,0.711,8,-3.904,major,0.0632,0.168,0.000552,0.0799,0.815,110.621,hip hop, pop, r&b,
50 Cent,Ayo Technology,247946,4.13,TRUE,2007,67,0.63,0.782,8,-5.44,minor,0.132,0.0828,0,0.034,0.418,140.144,hip hop, pop,,
Eric Prydz,Proper Education - Radio Edit,198567,3.31,FALSE,2007,0,0.537,0.937,0,-4.543,major,0.0523,0.00102,0.035,0.0917,0.324,124.938,pop, dance/electronic,,
Fedde Le Grand,Put Your Hands Up For Detroit - Radio Edit,150533,2.51,FALSE,2015,0,0.827,0.931,7,-4.474,major,0.202,0.0153,0.21,0.0992,0.491,127.995,pop, dance/electronic,,
Ciara,Like a Boy,237053,3.95,FALSE,2006,68,0.701,0.724,0,-5.751,minor,0.145,0.267,0,0.0867,0.425,132.035,pop, r&b,,
Kanye West,Stronger,311866,5.20,TRUE,2007,54,0.617,0.717,10,-7.858,minor,0.153,0.00564,0,0.408,0.49,103.992,hip hop,,,
Beyoncé,Beautiful Liar,199853,3.33,FALSE,2007,64,0.764,0.751,8,-3.74,major,0.0703,0.00554,0.000237,0.164,0.418,91.977,pop, r&b,,
Gym Class Heroes,Cupid's Chokehold / Breakfast in America - Radio Mix,237173,3.95,FALSE,2007,59,0.584,0.681,1,-5.084,minor,0.0781,0.495,0,0.289,0.821,79.702,hip hop, pop,,
Akon,I Wanna Love You,247066,4.12,TRUE,2006,53,0.865,0.45,0,-9.387,major,0.0417,0.0359,1.28E-06,0.308,0.352,99.989,pop,,,
Soulja Boy,Crank That (Soulja Boy),221933,3.70,FALSE,2007,74,0.736,0.74,0,-2.18,major,0.0786,0.515,0,0.0468,0.803,140.141,hip hop, pop,,
Fat Joe,Make It Rain,247413,4.12,TRUE,2006,59,0.744,0.697,11,-5.063,minor,0.197,0.0106,0,0.0842,0.767,149.28,hip hop, pop,,
P!nk,U + Ur Hand,214386,3.57,TRUE,2006,0,0.709,0.891,0,-3.688,major,0.0528,0.00144,0,0.034,0.886,141.04,pop,,,
Rihanna,Shut Up And Drive,212280,3.54,FALSE,2008,69,0.735,0.826,1,-4.902,major,0.0349,0.00101,0.129,0.197,0.74,132.964,hip hop, pop, r&b,
Lloyd,Get It Shawty,209533,3.49,FALSE,2007,62,0.822,0.905,5,-4.032,minor,0.241,0.123,0,0.0496,0.674,128.014,hip hop, pop, r&b,
Kanye West,Can't Tell Me Nothing,271600,4.53,TRUE,2007,47,0.596,0.62,5,-6.133,minor,0.039,0.0122,0,0.82,0.102,80.029,hip hop,,,
Camille Jones,The Creeps - Fedde Le Grand Radio Mix,152333,2.54,FALSE,2006,17,0.847,0.861,6,-6.632,major,0.0603,0.278,0.029,0.0626,0.724,127.894,pop,,,
Linkin Park,What I've Done,205613,3.43,FALSE,2007,77,0.623,0.93,5,-5.285,major,0.0324,0.0141,1.64E-06,0.138,0.287,120.119,rock, metal,,
Keyshia Cole,Last Night,255706,4.26,FALSE,2007,60,0.918,0.857,3,-5.032,minor,0.0623,0.166,0.0003,0.0855,0.972,121.006,hip hop, pop, r&b,
Chris Brown,Kiss Kiss (feat. T-Pain),250666,4.18,FALSE,2007,68,0.729,0.658,10,-3.386,minor,0.225,0.0506,0,0.0693,0.551,140.043,hip hop, pop, r&b,
Shop Boyz,Party Like A Rock Star,253400,4.22,TRUE,2007,61,0.619,0.709,7,-4.633,major,0.0395,0.00541,0,0.507,0.68,144.972,hip hop, pop,,
Finger Eleven,Paralyzer,208106,3.47,FALSE,2007,73,0.644,0.939,11,-3.486,minor,0.0456,0.157,0,0.233,0.861,106.031,rock, metal,,
Justin Timberlake,Summer Love,252973,4.22,FALSE,2006,66,0.606,0.591,0,-7.228,minor,0.087,0.0756,0,0.328,0.477,95.802,pop,,,
MiMS,This Is Why I'm Hot,253706,4.23,TRUE,2007,59,0.621,0.6,8,-6.349,major,0.576,0.277,0,0.495,0.485,80.021,hip hop, pop,,
Fabolous,Make Me Better,253573,4.23,TRUE,2007,62,0.607,0.599,11,-6.886,major,0.0995,0.33,0,0.199,0.562,86.491,hip hop, pop, r&b,
Seether,Fake It,193893,3.23,TRUE,2007,73,0.611,0.95,8,-3.509,major,0.0518,0.00141,1.59E-06,0.0543,0.607,132.078,rock, metal,,
Take That,Patience,202066,3.37,FALSE,2006,64,0.309,0.783,10,-4.154,major,0.0405,0.142,1.11E-06,0.118,0.372,175.788,pop,,,
Arctic Monkeys,Brianstorm,172866,2.88,FALSE,2007,67,0.42,0.974,1,-4.706,major,0.191,8.15E-05,0.00155,0.0871,0.463,165.182,rock,,,
Justin Timberlake,My Love (feat. T.I.),276160,4.60,FALSE,2006,72,0.771,0.68,11,-5.881,minor,0.224,0.277,1.18E-05,0.682,0.808,119.952,pop,,,
Fergie,Glamorous,246600,4.11,TRUE,2006,64,0.811,0.757,0,-6.447,major,0.23,0.298,0,0.103,0.565,130.993,pop, r&b,,
Linkin Park,Bleed It Out,166373,2.77,TRUE,2007,73,0.529,0.967,1,-3.647,minor,0.0508,0.114,0,0.61,0.596,140.127,rock, metal,,
My Chemical Romance,Teenagers,161920,2.70,FALSE,2006,80,0.463,0.857,4,-3.063,major,0.0632,0.0506,0,0.184,0.856,111.647,rock,,,
Calvin Harris,Acceptable in the 80's,333680,5.56,FALSE,2007,57,0.787,0.808,7,-5.454,major,0.0511,0.0143,0.257,0.0466,0.942,127.99,hip hop, pop, dance/electronic,
Sugababes,About You Now,212400,3.54,FALSE,2007,66,0.584,0.699,1,-6.065,minor,0.0378,6.52E-05,6.05E-05,0.486,0.585,82.499,pop, r&b,,
Avril Lavigne,Girlfriend,216600,3.61,TRUE,2007,75,0.56,0.959,7,-2.433,major,0.102,0.000722,0.000221,0.209,0.669,163.983,pop,,,
Ne-Yo,Because Of You,266840,4.45,FALSE,2007,74,0.81,0.538,0,-5.784,minor,0.0356,0.528,0,0.0951,0.828,109.97,pop, r&b,,
Daughtry,It's Not Over,215173,3.59,FALSE,2016,45,0.45,0.921,10,-3.476,minor,0.0538,0.0467,0,0.311,0.413,145.959,pop, rock, metal,
Unk,Walk It Out,173040,2.88,TRUE,2013,48,0.794,0.777,1,-3.696,minor,0.0813,0.0982,0,0.202,0.706,160.022,hip hop, pop,,
Lloyd,You,273133,4.55,FALSE,2007,70,0.412,0.876,5,-6.008,minor,0.47,0.102,0,0.297,0.703,130.159,hip hop, pop, r&b,
Klaxons,Golden Skans,165120,2.75,FALSE,2007,65,0.463,0.836,2,-2.776,minor,0.0381,0.000418,7.38E-06,0.25,0.713,141.955,rock,,,
T-Pain,Bartender (feat. Akon),238800,3.98,TRUE,2007,3,0.675,0.394,8,-8.539,major,0.133,0.0611,0,0.214,0.405,104.987,hip hop, pop, r&b,
Baby Boy Da Prince,The Way I Live - Main Explicit,324906,5.42,TRUE,2006,59,0.88,0.438,0,-7.562,major,0.248,0.0147,0,0.0907,0.714,90.02,hip hop, pop,,
Fergie,Fergalicious,292373,4.87,TRUE,2006,63,0.906,0.584,8,-7.72,minor,0.316,0.0576,0,0.128,0.831,129.055,pop, r&b,,
Omarion,Ice Box,256426,4.27,FALSE,2006,57,0.775,0.731,8,-5.446,major,0.134,0.189,0,0.129,0.821,131.105,hip hop, pop, r&b,
Pretty Ricky,On the Hotline - Amended Version,242586,4.04,FALSE,2007,57,0.704,0.854,10,-5.477,minor,0.183,0.0185,0,0.148,0.688,92.988,hip hop, pop, r&b,
Nickelback,Rockstar,252040,4.20,FALSE,2005,69,0.616,0.91,0,-3.004,major,0.0386,0.0459,0,0.343,0.693,144.072,rock, metal,,
Fall Out Boy,Thnks fr th Mmrs,203506,3.39,FALSE,2007,76,0.459,0.891,10,-5.057,minor,0.0623,0.00511,0,0.106,0.588,154.837,rock,,,
Justin Timberlake,LoveStoned / I Think She Knows (Interlude),444333,7.41,TRUE,2006,57,0.859,0.681,1,-6.247,major,0.0549,0.34,0.000161,0.213,0.852,121.243,pop,,,
All Time Low,"Dear Maria, Count Me In",182826,3.05,FALSE,2007,76,0.459,0.895,2,-3.126,major,0.0805,0.00725,0,0.206,0.572,181.04,rock,,,
Amy Winehouse,Back To Black,241293,4.02,TRUE,2006,76,0.403,0.422,7,-13.964,minor,0.0373,0.134,2.05E-05,0.0861,0.378,122.728,r&b,,,
Keyshia Cole,Let It Go,238360,3.97,FALSE,2007,58,0.808,0.721,1,-5.165,major,0.213,0.197,0,0.205,0.773,94.955,hip hop, pop, r&b,
Ciara,Promise,267413,4.46,FALSE,2006,56,0.697,0.629,9,-5.757,major,0.0425,0.409,3.80E-06,0.0819,0.439,123.279,pop, r&b,,
Enrique Iglesias,Do You Know? (The Ping Pong Song),219533,3.66,FALSE,2007,45,0.753,0.759,8,-4.829,major,0.0487,0.0523,0,0.0263,0.706,114.999,pop, latin,,
T2,Heartbroken - Edit,178613,2.98,FALSE,2017,59,0.716,0.757,11,-5.438,minor,0.0329,0.0258,0.00392,0.16,0.877,139.986,dance/electronic,,,
Robyn,With Every Heartbeat,254920,4.25,FALSE,2005,36,0.477,0.865,4,-4.462,minor,0.0395,0.00877,4.52E-05,0.271,0.413,120.872,pop, dance/electronic,,
Maroon 5,Makes Me Wonder,211080,3.52,TRUE,2007,62,0.803,0.851,7,-2.429,major,0.0357,0.00485,0.000358,0.0577,0.881,113.996,pop,,,
Fall Out Boy,"This Ain't A Scene, It's An Arms Race",212040,3.53,FALSE,2007,68,0.435,0.887,9,-4.07,major,0.0636,0.000747,0,0.0327,0.408,199.935,rock,,,
Paramore,Misery Business,211520,3.53,FALSE,2007,72,0.517,0.906,1,-3.677,major,0.0735,0.00272,9.26E-06,0.113,0.731,172.977,pop, rock,,
Hinder,Better Than Me,223533,3.73,FALSE,2019,30,0.451,0.682,2,-5.295,minor,0.029,0.205,0,0.175,0.254,139.913,pop, rock, metal,
Huey,"Pop, Lock & Drop It - Video Edit",261026,4.35,FALSE,2006,52,0.723,0.644,11,-6.863,minor,0.222,0.00308,0,0.352,0.645,144.09,hip hop, pop,,
Foo Fighters,The Pretender,269373,4.49,FALSE,2007,78,0.433,0.959,9,-4.04,major,0.0431,0.000917,0,0.028,0.365,172.984,rock, metal,,
Plies,Shawty (feat. T Pain),255413,4.26,TRUE,2007,61,0.444,0.708,4,-5.926,minor,0.126,0.0419,0,0.0775,0.26,105.412,hip hop, pop, r&b,
Kaiser Chiefs,Ruby,204200,3.40,FALSE,2007,67,0.451,0.939,5,-2.82,minor,0.0512,0.00673,4.85E-06,0.0774,0.448,93.416,rock,,,
Mark Ronson,Stop Me (feat. Daniel Merriweather),232946,3.88,FALSE,2007,46,0.626,0.906,0,-4.334,major,0.0403,0.00128,8.52E-06,0.137,0.346,118.035,pop,,,
Bow Wow,Outta My System (feat. T-Pain & Johntá Austin),238266,3.97,FALSE,2006,57,0.772,0.59,6,-6.957,major,0.183,0.0917,0,0.101,0.743,83.998,hip hop, pop, r&b,
Jim Jones,We Fly High,236080,3.93,TRUE,2006,0,0.685,0.8,1,-6.564,major,0.298,0.0847,0,0.092,0.483,120.226,hip hop, pop,,
The Red Jumpsuit Apparatus,Face Down,192000,3.20,FALSE,2006,74,0.545,0.932,7,-2.189,minor,0.0399,0.000665,0,0.127,0.464,92.956,pop,,,
MIKA,Grace Kelly,187733,3.13,FALSE,2006,69,0.675,0.828,0,-5.799,major,0.0454,0.0242,0.0102,0.364,0.669,122.229,pop,,,
Christina Aguilera,Candyman,194213,3.24,FALSE,2006,66,0.686,0.789,8,-4.713,minor,0.23,0.0125,0.0147,0.142,0.72,172.976,pop,,,
Sean Kingston,Beautiful Girls,225373,3.76,FALSE,2007,78,0.762,0.661,1,-6.075,minor,0.0687,0.15,0,0.256,0.769,130.009,hip hop, pop, r&b,
Akon,Don't Matter,293066,4.88,TRUE,2006,52,0.801,0.454,2,-6.035,major,0.0371,0.225,0,0.226,0.34,125.139,pop,,,
James Blunt,1973,280026,4.67,FALSE,2007,68,0.72,0.668,9,-7.928,major,0.0269,0.0652,0.00664,0.0789,0.768,123.007,pop,,,
Carrie Underwood,Before He Cheats,199946,3.33,FALSE,2005,76,0.519,0.749,6,-3.318,minor,0.0405,0.271,0,0.119,0.29,147.905,pop, country,,
Just Jack,Starz In Their Eyes,295933,4.93,FALSE,2006,52,0.67,0.8,3,-6.731,major,0.0652,0.00184,0.000356,0.466,0.656,123.802,dance/electronic,,,
T-Pain,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),227960,3.80,FALSE,2007,2,0.451,0.55,1,-8.137,major,0.262,0.0108,0,0.0737,0.594,80.001,hip hop, pop, r&b,
Bone Thugs-N-Harmony,I Tried,287480,4.79,TRUE,2007,61,0.727,0.71,4,-6.142,major,0.0742,0.0104,0,0.107,0.378,81.995,hip hop, pop,,
Avril Lavigne,When You're Gone,240493,4.01,FALSE,2007,68,0.457,0.719,4,-3.921,minor,0.0323,0.191,0,0.228,0.168,142.034,pop,,,
Rich Boy,Throw Some D's,263920,4.40,TRUE,2007,57,0.697,0.86,11,-5.181,major,0.43,0.0368,0,0.0721,0.433,160.895,hip hop, pop,,
MIKA,Love Today,235173,3.92,FALSE,2006,57,0.673,0.913,4,-4.981,major,0.0664,0.0304,0.00298,0.113,0.587,124.484,pop,,,
Manic Street Preachers,Your Love Alone Is Not Enough (feat. Nina Persson),235693,3.93,FALSE,2007,53,0.344,0.921,2,-3.049,major,0.0459,0.00143,1.13E-05,0.38,0.396,126.766,rock, pop,,
Elliott Yamin,Wait for You,261320,4.36,FALSE,2007,58,0.764,0.487,0,-6.734,major,0.0281,0.25,0,0.184,0.352,116.027,pop,,,
Wyclef Jean,"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",241133,4.02,FALSE,2007,56,0.733,0.744,1,-3.51,major,0.0553,0.0772,0,0.341,0.529,92.515,pop,,,
Boys Like Girls,The Great Escape,206520,3.44,FALSE,2007,62,0.423,0.94,1,-4.012,minor,0.0635,0.00166,0,0.178,0.505,149.934,pop,,,
Take That,Rule The World - Radio Edit,237760,3.96,FALSE,2007,58,0.357,0.774,2,-4.226,major,0.034,0.0376,0,0.348,0.348,164.054,pop,,,
J. Holiday,Bed,275106,4.59,FALSE,2007,64,0.684,0.606,5,-7.268,minor,0.0504,0.17,0,0.058,0.723,127.901,hip hop, pop, r&b, Dance/Electronic
Red Hot Chili Peppers,Snow (Hey Oh),334666,5.58,FALSE,2006,79,0.427,0.9,11,-3.674,major,0.0499,0.116,1.75E-05,0.119,0.599,104.655,rock,,,
Ludacris,Runaway Love,280680,4.68,TRUE,2006,51,0.405,0.721,1,-6.97,major,0.283,0.329,0,0.252,0.815,92.854,hip hop, pop,,
Flo Rida,Low (feat. T-Pain),231400,3.86,FALSE,2008,80,0.918,0.609,10,-5.64,minor,0.0791,0.0928,0,0.139,0.304,128.008,hip hop, pop,,
Katy Perry,I Kissed A Girl,179640,2.99,FALSE,2008,73,0.699,0.76,5,-3.173,major,0.0677,0.00223,0,0.132,0.696,129.996,pop,,,
Rihanna,Take A Bow,229413,3.82,FALSE,2008,74,0.697,0.467,9,-7.536,major,0.0715,0.248,0,0.0941,0.572,82.082,hip hop, pop, r&b,
Alicia Keys,No One,253813,4.23,FALSE,2007,77,0.644,0.549,1,-5.415,minor,0.0285,0.0209,8.85E-06,0.134,0.167,90.04,pop, r&b,,
Timbaland,Apologize,184400,3.07,FALSE,2007,74,0.653,0.604,8,-6.017,major,0.0278,0.0292,0,0.097,0.101,118.016,hip hop, pop, r&b,
Ne-Yo,Miss Independent,232000,3.87,FALSE,2008,71,0.668,0.673,1,-5.714,major,0.145,0.48,0,0.194,0.727,171.812,pop, r&b,,
Chris Brown,With You,252120,4.20,FALSE,2007,70,0.662,0.693,3,-4.298,major,0.0698,0.134,0,0.145,0.655,86.009,hip hop, pop, r&b,
Beyoncé,If I Were a Boy,249146,4.15,FALSE,2008,66,0.632,0.518,6,-6.126,major,0.0313,0.107,0,0.354,0.427,90.007,pop, r&b,,
Kardinal Offishall,Dangerous,246053,4.10,TRUE,2008,75,0.949,0.79,8,-5.957,major,0.0756,0.00437,0,0.0816,0.807,117.002,hip hop, pop, r&b,
Madcon,Beggin (original version),216146,3.60,FALSE,2007,70,0.715,0.8,4,-5.144,minor,0.057,0.0271,0,0.0648,0.445,129.023,hip hop, pop,,
September,Cry for You,209800,3.50,FALSE,2007,65,0.767,0.881,9,-3.988,major,0.0301,0.00133,0.000139,0.0551,0.961,130.018,pop, dance/electronic,,
Rihanna,Disturbia,238626,3.98,FALSE,2008,76,0.707,0.813,11,-4.515,minor,0.0571,0.0863,0,0.168,0.722,124.921,hip hop, pop, r&b,
Guru Josh Project,Infinity 2008,190013,3.17,FALSE,2011,1,0.493,0.849,7,-6.139,minor,0.0576,0.000337,0.00672,0.355,0.483,127.999,hip hop,,,
Britney Spears,Break the Ice,196053,3.27,FALSE,2007,61,0.712,0.911,5,-3.866,minor,0.0445,0.689,8.02E-06,0.107,0.85,117.533,pop,,,
Lil Wayne,Lollipop,299333,4.99,TRUE,2008,69,0.829,0.428,0,-9.469,major,0.0831,0.056,0.00413,0.137,0.45,148.075,hip hop, pop,,
Basshunter,Now You're Gone - Video Edit,148186,2.47,FALSE,2008,63,0.639,0.976,1,-5.503,major,0.354,0.0213,0,0.0856,0.354,147.99,pop,,,
Kanye West,Flashing Lights,237506,3.96,TRUE,2007,52,0.639,0.628,6,-7.578,minor,0.0399,0.0381,0,0.386,0.43,90.482,hip hop,,,
Madonna,4 Minutes (feat. Justin Timberlake & Timbaland),189693,3.16,FALSE,2009,71,0.753,0.931,2,-4.922,major,0.0652,0.00994,0.00696,0.234,0.767,113.029,pop,,,
Katy Perry,Hot N Cold,220226,3.67,FALSE,2008,73,0.706,0.841,7,-3.956,major,0.0418,7.95E-05,0,0.0688,0.861,132.032,pop,,,
Rihanna,Don't Stop The Music,267080,4.45,FALSE,2008,77,0.835,0.669,6,-5.582,minor,0.0643,0.0336,6.92E-05,0.0535,0.542,122.668,hip hop, pop, r&b,
Snoop Dogg,Sensual Seduction,245520,4.09,FALSE,2007,56,0.756,0.829,11,-3.973,major,0.0682,0.003,3.46E-05,0.0578,0.504,120.163,hip hop, pop,,
Akon,Right Now (Na Na Na),240746,4.01,FALSE,2008,69,0.83,0.857,8,-4.194,minor,0.152,0.262,0,0.413,0.607,137.982,pop,,,
Britney Spears,Womanizer,224400,3.74,FALSE,2008,76,0.724,0.695,11,-5.226,major,0.0622,0.073,0,0.0889,0.235,139,pop,,,
Eric Prydz,Pjanoo - Radio Edit,157432,2.62,FALSE,2008,65,0.605,0.874,7,-4.949,minor,0.0295,0.000563,0.812,0.112,0.836,125.99,pop, dance/electronic,,
Kelly Rowland,Work,207920,3.47,FALSE,2010,34,0.888,0.823,10,-6.351,minor,0.0538,0.00499,0,0.291,0.623,102.757,hip hop, pop, r&b,
Jeezy,Put On,321293,5.35,TRUE,2008,69,0.654,0.77,9,-6.091,minor,0.0353,0.00342,0,0.0887,0.272,137.616,hip hop, pop,,
Madonna,Give It 2 Me,287906,4.80,FALSE,2008,57,0.837,0.954,8,-3.512,minor,0.0414,0.0933,0.000405,0.143,0.972,127.019,pop,,,
The Pussycat Dolls,When I Grow Up,245680,4.09,FALSE,2008,72,0.671,0.685,11,-5.762,minor,0.05,0.00165,0,0.398,0.368,118.449,pop, r&b,,
will.i.am,Heartbreaker,327880,5.46,TRUE,2007,46,0.788,0.549,9,-8.793,minor,0.0732,0.0352,0.127,0.147,0.449,120.051,hip hop, pop,,
Soulja Boy,Crank That (Soulja Boy),221933,3.70,FALSE,2007,74,0.736,0.74,0,-2.18,major,0.0786,0.515,0,0.0468,0.803,140.141,hip hop, pop,,
Britney Spears,Piece of Me,212106,3.54,FALSE,2007,64,0.769,0.638,11,-5.054,major,0.216,0.0902,0,0.0857,0.782,115.007,pop,,,
T.I.,Live Your Life,338853,5.65,TRUE,2008,75,0.375,0.862,11,-3.363,minor,0.255,0.071,0,0.211,0.478,159.841,hip hop, pop,,
Ne-Yo,Closer,234360,3.91,FALSE,2008,65,0.709,0.745,4,-6.437,minor,0.0738,0.0225,5.20E-05,0.154,0.576,126.027,pop, r&b,,
Lil Wayne,A Milli,221840,3.70,TRUE,2008,69,0.674,0.695,6,-8.636,minor,0.278,0.0387,0.00202,0.194,0.773,151.486,hip hop, pop,,
Colby O'Donis,What You Got,243013,4.05,FALSE,2008,61,0.775,0.641,1,-6.718,major,0.038,0.0327,0,0.18,0.305,119.974,hip hop, pop, r&b,
Miley Cyrus,See You Again,190453,3.17,FALSE,2007,0,0.692,0.911,9,-5.098,minor,0.177,0.0149,7.34E-05,0.112,0.801,138.975,pop,,,
Basshunter,All I Ever Wanted - Radio Edit,176453,2.94,FALSE,2008,65,0.645,0.984,4,-7.051,major,0.0508,0.164,0.00701,0.164,0.553,144.954,pop,,,
Chris Brown,Kiss Kiss (feat. T-Pain),250666,4.18,FALSE,2007,68,0.729,0.658,10,-3.386,minor,0.225,0.0506,0,0.0693,0.551,140.043,hip hop, pop, r&b,
Finger Eleven,Paralyzer,208106,3.47,FALSE,2007,73,0.644,0.939,11,-3.486,minor,0.0456,0.157,0,0.233,0.861,106.031,rock, metal,,
Alesha Dixon,The Boy Does Nothing,210680,3.51,FALSE,2008,51,0.632,0.972,3,-2.423,minor,0.121,0.121,7.74E-05,0.0317,0.845,87,pop,,,
Dizzee Rascal,Dance Wiv Me - Radio Edit,204093,3.40,FALSE,2011,68,0.878,0.746,11,-4.281,major,0.0451,0.0476,0,0.154,0.792,111.996,hip hop, pop, dance/electronic,
Gabriella Cilmi,Sweet About Me,202133,3.37,FALSE,2008,56,0.671,0.701,6,-5.035,major,0.0288,0.0607,2.70E-06,0.163,0.585,131.977,r&b,,,
Jack White,Another Way to Die,262240,4.37,FALSE,2007,56,0.486,0.765,4,-4.23,minor,0.128,0.0239,3.02E-05,0.11,0.386,141.933,rock, blues,,
Plies,Hypnotized (feat. Akon),188493,3.14,TRUE,2007,66,0.84,0.571,10,-7.421,major,0.0797,0.16,0,0.406,0.617,116.59,hip hop, pop, r&b,
The Pussycat Dolls,I Hate This Part,218400,3.64,FALSE,2008,64,0.756,0.612,5,-4.371,major,0.0317,0.0659,0,0.274,0.452,111.572,pop, r&b,,
